task_name,model,ndcg_at_1,ndcg_at_3,ndcg_at_5,ndcg_at_10,ndcg_at_20,ndcg_at_100,ndcg_at_1000,map_at_1,map_at_3,map_at_5,map_at_10,map_at_20,map_at_100,map_at_1000,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_20,recall_at_100,recall_at_1000,precision_at_1,precision_at_3,precision_at_5,precision_at_10,precision_at_20,precision_at_100,precision_at_1000,mrr_at_1,mrr_at_3,mrr_at_5,mrr_at_10,mrr_at_20,mrr_at_100,mrr_at_1000,nauc_ndcg_at_1_max,nauc_ndcg_at_1_std,nauc_ndcg_at_1_diff1,nauc_ndcg_at_3_max,nauc_ndcg_at_3_std,nauc_ndcg_at_3_diff1,nauc_ndcg_at_5_max,nauc_ndcg_at_5_std,nauc_ndcg_at_5_diff1,nauc_ndcg_at_10_max,nauc_ndcg_at_10_std,nauc_ndcg_at_10_diff1,nauc_ndcg_at_20_max,nauc_ndcg_at_20_std,nauc_ndcg_at_20_diff1,nauc_ndcg_at_100_max,nauc_ndcg_at_100_std,nauc_ndcg_at_100_diff1,nauc_ndcg_at_1000_max,nauc_ndcg_at_1000_std,nauc_ndcg_at_1000_diff1,nauc_map_at_1_max,nauc_map_at_1_std,nauc_map_at_1_diff1,nauc_map_at_3_max,nauc_map_at_3_std,nauc_map_at_3_diff1,nauc_map_at_5_max,nauc_map_at_5_std,nauc_map_at_5_diff1,nauc_map_at_10_max,nauc_map_at_10_std,nauc_map_at_10_diff1,nauc_map_at_20_max,nauc_map_at_20_std,nauc_map_at_20_diff1,nauc_map_at_100_max,nauc_map_at_100_std,nauc_map_at_100_diff1,nauc_map_at_1000_max,nauc_map_at_1000_std,nauc_map_at_1000_diff1,nauc_recall_at_1_max,nauc_recall_at_1_std,nauc_recall_at_1_diff1,nauc_recall_at_3_max,nauc_recall_at_3_std,nauc_recall_at_3_diff1,nauc_recall_at_5_max,nauc_recall_at_5_std,nauc_recall_at_5_diff1,nauc_recall_at_10_max,nauc_recall_at_10_std,nauc_recall_at_10_diff1,nauc_recall_at_20_max,nauc_recall_at_20_std,nauc_recall_at_20_diff1,nauc_recall_at_100_max,nauc_recall_at_100_std,nauc_recall_at_100_diff1,nauc_recall_at_1000_max,nauc_recall_at_1000_std,nauc_recall_at_1000_diff1,nauc_precision_at_1_max,nauc_precision_at_1_std,nauc_precision_at_1_diff1,nauc_precision_at_3_max,nauc_precision_at_3_std,nauc_precision_at_3_diff1,nauc_precision_at_5_max,nauc_precision_at_5_std,nauc_precision_at_5_diff1,nauc_precision_at_10_max,nauc_precision_at_10_std,nauc_precision_at_10_diff1,nauc_precision_at_20_max,nauc_precision_at_20_std,nauc_precision_at_20_diff1,nauc_precision_at_100_max,nauc_precision_at_100_std,nauc_precision_at_100_diff1,nauc_precision_at_1000_max,nauc_precision_at_1000_std,nauc_precision_at_1000_diff1,nauc_mrr_at_1_max,nauc_mrr_at_1_std,nauc_mrr_at_1_diff1,nauc_mrr_at_3_max,nauc_mrr_at_3_std,nauc_mrr_at_3_diff1,nauc_mrr_at_5_max,nauc_mrr_at_5_std,nauc_mrr_at_5_diff1,nauc_mrr_at_10_max,nauc_mrr_at_10_std,nauc_mrr_at_10_diff1,nauc_mrr_at_20_max,nauc_mrr_at_20_std,nauc_mrr_at_20_diff1,nauc_mrr_at_100_max,nauc_mrr_at_100_std,nauc_mrr_at_100_diff1,nauc_mrr_at_1000_max,nauc_mrr_at_1000_std,nauc_mrr_at_1000_diff1,main_score,hf_subset,languages
PublicHealthQA,./medical-bge-small-v2,0.64535,0.77637,0.79364,0.8091,0.8151,0.81844,0.8193,0.64535,0.74516,0.75504,0.76166,0.76337,0.76385,0.7639,0.64535,0.86628,0.90698,0.95349,0.97674,0.99419,1.0,0.64535,0.28876,0.1814,0.09535,0.04884,0.00994,0.001,0.6453488372093024,0.7451550387596897,0.7550387596899222,0.7616648209671464,0.7633674787744553,0.7638494502288572,0.7639048212144609,0.4775083967332456,-0.023106080095829203,0.6442890954398268,0.431106364685939,-0.02721882865805853,0.5813131048559057,0.43575067790234856,-0.016045827849896156,0.5979070570758391,0.4498091263984382,-0.012017539460434535,0.6143958314305897,0.45746506769452544,-0.0053993346920777514,0.6182347843392288,0.4606902634353977,-0.010850666613722599,0.6167836125417488,0.45767602114197015,-0.01650038629253931,0.6153714428707333,0.4775083967332456,-0.023106080095829203,0.6442890954398268,0.4485337311997679,-0.02698354851516474,0.6007203062986546,0.45090204667398615,-0.02176356998712892,0.6100018912647128,0.45725059203457785,-0.02147916772621874,0.6162094576174938,0.4590112431318326,-0.020027086753998214,0.6170039333818063,0.45944107569959924,-0.02055297085136424,0.6168904203159704,0.45929212393334895,-0.02083418564724924,0.6168208272496271,0.4775083967332456,-0.023106080095829203,0.6442890954398268,0.3441864898129411,-0.02761427376796537,0.487041042021529,0.337616078869341,0.02589722988545223,0.5232503237262578,0.3672143169805708,0.13264806816718444,0.6227869090397667,0.4879019242060056,0.4494403857444686,0.7374993491997758,1.0,1.0,0.8694497153700049,,,,0.4775083967332456,-0.023106080095829203,0.6442890954398268,0.3441864898129389,-0.027614273767966914,0.487041042021528,0.33761607886934053,0.025897229885449468,0.5232503237262583,0.3672143169805696,0.13264806816718103,0.6227869090397615,0.48790192420600137,0.44944038574446454,0.7374993491997737,1.0,1.0,0.8694497153700163,1.0,1.0,1.0,0.4775083967332456,-0.023106080095829203,0.6442890954398268,0.4485337311997679,-0.02698354851516474,0.6007203062986546,0.45090204667398615,-0.02176356998712892,0.6100018912647128,0.45725059203457785,-0.02147916772621874,0.6162094576174938,0.4590112431318326,-0.020027086753998214,0.6170039333818063,0.45944107569959924,-0.02055297085136424,0.6168904203159704,0.45929212393334895,-0.02083418564724924,0.6168208272496271,0.8091,english,eng-Latn
MedicalQARetrieval,./medical-bge-small-v2,0.54785,0.64926,0.67684,0.69583,0.70757,0.7184,0.72468,0.54785,0.62484,0.64039,0.64835,0.65158,0.65307,0.65331,0.54785,0.71973,0.78564,0.84375,0.89014,0.94873,0.99756,0.54785,0.23991,0.15713,0.08437,0.04451,0.00949,0.001,0.54736328125,0.6245930989583319,0.6401448567708322,0.6481100415426575,0.651317138091706,0.6528264631015923,0.6530700508512307,0.4279099155495221,0.011931319780494774,0.6127561519784414,0.44015102895409974,-0.004223872959034335,0.5346618991127917,0.45253691257719875,-0.006899361565274309,0.5202017936086231,0.47042500978585383,-0.0031061598912575715,0.5206438384955185,0.4743821768284529,0.005201745009371393,0.5206679856485702,0.4666501409997624,0.0071453584063963125,0.5277080590407182,0.4585658887748429,0.004708463593091045,0.5352056225896716,0.4279099155495221,0.011931319780494774,0.6127561519784414,0.43663794542053413,0.00018194009523902477,0.5544719142526835,0.44277285411281153,-0.0010009939790024723,0.5477125178805585,0.4492505252556445,0.0007277813894362981,0.5482030623191513,0.4501459531392861,0.0027434895313759216,0.5485169094287627,0.44927199526514056,0.0030154209968368704,0.5492476158985062,0.4490010559347341,0.0029891527935895588,0.5494808324560917,0.4279099155495221,0.011931319780494774,0.6127561519784414,0.4524304235096815,-0.019514790206104596,0.46664796448490725,0.495779494826939,-0.0319139696819098,0.4043974128724129,0.5998654217768233,-0.022526645904940697,0.37210496923190184,0.6785594806830422,0.04137633190772772,0.31672100304239525,0.7119255792945564,0.12406241175198202,0.27423284628389094,-0.007655966520788378,0.4370445904748575,0.5649028138998747,0.4279099155495221,0.011931319780494774,0.6127561519784414,0.45243042350968216,-0.01951479020610299,0.4666479644849078,0.4957794948269384,-0.03191396968191065,0.4043974128724129,0.5998654217768228,-0.02252664590494225,0.3721049692319015,0.6785594806830403,0.0413763319077251,0.3167210030423914,0.7119255792945544,0.12406241175198243,0.27423284628388983,-0.007655966520826237,0.43704459047486344,0.5649028138998882,0.4289585839769739,0.012982726034699703,0.6138993411979954,0.43733687343058497,0.0009247436791394787,0.5551359112759195,0.44349758367604863,-0.00023458308879341664,0.5484049095931285,0.4499745313805581,0.0014075696856372297,0.5489436472019316,0.4508915597790585,0.0034403111332528256,0.5492543589392117,0.4500079461897791,0.003705594096366724,0.5499988862996683,0.44973779238344863,0.0036799543855811348,0.5502327343660073,0.69583,default,eng-Latn
TRECCOVID,./medical-bge-small-v2,0.79,0.76123,0.74905,0.72562,0.69542,0.54718,0.4902,0.00218,0.0061,0.00998,0.01797,0.03184,0.10068,0.23866,0.00218,0.00647,0.01079,0.02028,0.03768,0.13472,0.45797,0.84,0.80667,0.796,0.762,0.724,0.5558,0.21398,0.84,0.9066666666666667,0.9106666666666666,0.9106666666666666,0.9106666666666666,0.9106666666666666,0.9106666666666666,0.30898259149840085,0.3840857484679049,-0.2393974168029895,0.22970374505225646,0.36020905711865475,-0.23289393179478235,0.2968384313123757,0.4126641945195031,-0.15028368447816357,0.300184271602095,0.5652384840919585,-0.1645270943990328,0.3311692486814087,0.6017621136184803,-0.14760718879073273,0.38714664504237184,0.7603621889935938,-0.15382776618737426,0.3204927138717458,0.7356223354980156,-0.1211832463168498,0.18730748632992072,0.0009651060123861688,0.026597609924868613,0.18085985285984263,0.021258752760448717,0.0821909416437468,0.18757695026912047,0.03735845424886676,0.11296623475032848,0.2038159543788285,0.13738991077214863,0.053986016333983,0.27032816768991524,0.20440538067039696,0.0019184677323121136,0.3891025923510926,0.5016325796754573,-0.16716866043840772,0.40345497679976583,0.7553719334572121,-0.14341740575440323,0.18730748632992072,0.0009651060123861688,0.026597609924868613,0.143576155599321,-0.014335301319704974,0.12246922901631789,0.14554609753737296,-0.007833218974217794,0.14578543296635005,0.14617192740118162,0.06491537902767529,0.10120484517049941,0.20324160609205175,0.09798408386074925,0.06566487738326306,0.2970098713253294,0.37079663950601527,-0.10892532609165309,0.27309976368877664,0.6319070181886377,-0.0520296749452222,0.5791605301914577,0.4575969563082957,-0.1705326460481094,0.31206696303416315,0.34953342144258936,-0.10434939324762611,0.41276334628758554,0.4211722460853165,0.01917001886320844,0.38300306890663643,0.6177421531636733,-0.07400583268297628,0.3955406091515339,0.6331855807134342,-0.0980615312647974,0.4192477015292703,0.761130761480941,-0.1492996940214341,0.23299271702418814,0.6048183842132289,-0.09580730232532204,0.5791605301914577,0.4575969563082957,-0.1705326460481094,0.609214007240323,0.49705861876914564,-0.08951197438039472,0.5909127348521284,0.4865137668167968,-0.11965615753494481,0.5909127348521284,0.4865137668167968,-0.11965615753494481,0.5909127348521284,0.4865137668167968,-0.11965615753494481,0.5909127348521284,0.4865137668167968,-0.11965615753494481,0.5909127348521284,0.4865137668167968,-0.11965615753494481,0.72562,default,eng-Latn
NFCorpus,./medical-bge-small-v2,0.40248,0.37076,0.35228,0.33017,0.31108,0.29859,0.3879,0.05564,0.08934,0.10504,0.12453,0.13857,0.15507,0.16842,0.05564,0.09858,0.12533,0.16259,0.20295,0.29911,0.62649,0.41796,0.34469,0.30526,0.25046,0.18622,0.07483,0.02022,0.4179566563467492,0.4871001031991745,0.5008771929824564,0.5087731583861616,0.5127898614467545,0.5149233623374808,0.5153612480624381,0.47668065894082823,0.2787675702996032,0.40190118645611456,0.4646272069008767,0.2606081312252473,0.2712841199303069,0.46735632628046164,0.2889111408987345,0.26024783223019615,0.45405414096436797,0.31500602583328957,0.23114647801166954,0.43567193099682683,0.32391785065736894,0.21284291517510967,0.4351663411831303,0.33881857874743804,0.25696335349029803,0.4691012294091827,0.3886951895514798,0.26642330215098686,0.10609214607297296,-0.05138340407512533,0.4705369138828047,0.16151624193513828,-0.024813099220440667,0.3699452732458404,0.19009394167229882,0.011609397512608323,0.32782087765621276,0.23121385730843635,0.06818851682748005,0.28652944386135437,0.2599167438289484,0.11599558888765989,0.2601943183354192,0.2960627499356068,0.17928892718750447,0.25919056774232807,0.31440492630918304,0.21129798937483793,0.2523247780420504,0.10609214607297296,-0.05138340407512533,0.4705369138828047,0.14873390107228032,-0.019944215953431464,0.3293086208812041,0.16918627705380337,0.016105402158914244,0.27943993571346165,0.20189439114241492,0.07482884461897074,0.23008713885575138,0.21308608518230107,0.12982580219626044,0.16629821409984827,0.2514607830739267,0.27650562562055475,0.18260616942405722,0.18337830687647763,0.26261115493981363,0.09856305190560934,0.48948454833222366,0.27894553611453976,0.39746682659367333,0.46888305004010566,0.2928882652266506,0.14715998677681752,0.4919497422327387,0.362100371240531,0.11249754461515678,0.47067428636018654,0.4174129937253155,0.05590729861280291,0.4269055786607251,0.45325524292897773,-0.007548629701424323,0.3648229504605043,0.47759436158294194,-0.0215742672807148,0.24213660702784828,0.32201583942133755,-0.0773366822987419,0.48948454833222366,0.27894553611453976,0.39746682659367333,0.5265538716444528,0.31690221266507845,0.3391932003957276,0.5290903219055492,0.32752997045703286,0.34392694687155584,0.5334115753778557,0.3323044864987088,0.3424816412345662,0.5330619622686131,0.33692931941049076,0.3439785676689088,0.5339281505298259,0.33722340728565436,0.34585568889158047,0.5335873218543484,0.3368015231632601,0.34580514596306805,0.33017,default,eng-Latn
ArguAna,./medical-bge-small-v2,0.3734,0.51597,0.5631,0.60503,0.6239,0.63321,0.63453,0.3734,0.47985,0.50599,0.52348,0.52875,0.53015,0.53021,0.3734,0.62091,0.73542,0.86415,0.93812,0.98649,0.99644,0.3734,0.20697,0.14708,0.08642,0.04691,0.00986,0.001,0.37980085348506404,0.48269321953532507,0.5086533902323387,0.5258690081058512,0.5311329741884179,0.5325420267672429,0.5326004172760874,-0.11011229179767856,-0.11350361602424526,0.13244237685887653,-0.07063989439475224,-0.08578511078362418,0.10127651546863913,-0.054416813541253856,-0.060292367071884984,0.10136177282029533,-0.056144187025776664,-0.05588831033241011,0.1038572948101457,-0.0640264002155407,-0.06147626475226239,0.10853434101971864,-0.06774887733370406,-0.06598075555895093,0.10935023543956386,-0.07054241266529275,-0.06954562045030664,0.10852560365753783,-0.11011229179767856,-0.11350361602424526,0.13244237685887653,-0.0817272583032139,-0.09015702325169217,0.10757351556830248,-0.07389861799327095,-0.07746057856432864,0.10823750095259026,-0.07537952719009784,-0.07681439297196471,0.10925425315726352,-0.07758493816220731,-0.07874122090215147,0.11037054691403694,-0.07805954403972311,-0.07922367950842307,0.1105257611957094,-0.07818267050037306,-0.07933114362345176,0.11047616682271934,-0.11011229179767856,-0.11350361602424526,0.13244237685887653,-0.03455413014112086,-0.07298681965611324,0.08181168493602431,0.027006147586874092,0.01207479509357879,0.07450583930160921,0.0795473723495599,0.09836059993253579,0.07153886081889295,0.11093061184268622,0.1940541261072624,0.11132694669364346,0.3832064178083365,0.6475377459645975,0.18379613785047705,0.3443987962487738,0.7562930997218292,0.08017863327220857,-0.11011229179767856,-0.11350361602424526,0.13244237685887653,-0.03455413014112118,-0.07298681965611313,0.08181168493602387,0.027006147586873957,0.012074795093578651,0.07450583930160895,0.07954737234955947,0.09836059993253388,0.07153886081889226,0.11093061184268717,0.1940541261072648,0.11132694669364704,0.38320641780834674,0.6475377459646278,0.18379613785048807,0.34439879624882147,0.7562930997218743,0.08017863327220784,-0.10575551481364039,-0.10066324961751229,0.1142197934328889,-0.08672027354326968,-0.086532267023894,0.08980500366849341,-0.07986773593967775,-0.07410519804120866,0.08967146545745572,-0.08066815455839357,-0.07271649230634092,0.09055169141887301,-0.08289477280953332,-0.07468150075406924,0.09144343482184938,-0.08339485446420399,-0.07514380683044153,0.09150781204927508,-0.08351867077822311,-0.07525018698940766,0.09145468427692661,0.60503,default,eng-Latn
PublicHealthQA,./medical-bge-small-v2-mix0,0.66279,0.77256,0.79157,0.81061,0.81657,0.81951,0.82035,0.66279,0.74612,0.75659,0.76458,0.76627,0.76657,0.76662,0.66279,0.84884,0.89535,0.95349,0.97674,0.99419,1.0,0.66279,0.28295,0.17907,0.09535,0.04884,0.00994,0.001,0.6627906976744186,0.7461240310077518,0.7565891472868217,0.7645833333333333,0.7662731107242052,0.7665686469355314,0.7666187672242242,0.44424684134501086,0.004609031353623512,0.6971366387821067,0.47457212848074903,-0.050664896146535604,0.7039626316929766,0.4552830869974405,-0.04825058014458641,0.7057826494624989,0.46418600057630566,-0.0034861766661792343,0.7100983071199535,0.454193007505705,-0.0112301637591724,0.7031624182097687,0.45974740263481206,-0.01062547387321721,0.7042793921940242,0.45681564422447934,-0.016109778339635252,0.7026746217898238,0.44424684134501086,0.004609031353623512,0.6971366387821067,0.46280164050799527,-0.03642537039215306,0.6999167876655045,0.45324993742509245,-0.034102326231746374,0.7010036428734567,0.456472426258303,-0.017696092735977203,0.7023064372040332,0.45425815470016645,-0.018891618542776437,0.7007255682042356,0.4548126791460314,-0.018724929750957783,0.7008338821963025,0.4546780156577978,-0.018976558956817234,0.7007599869470119,0.44424684134501086,0.004609031353623512,0.6971366387821067,0.527951342359623,-0.11165292029569102,0.7230050744206763,0.4632262310744761,-0.1295487649412142,0.7350515913207581,0.5640581027662392,0.24417731937609935,0.8177830326836542,0.3906168563327026,0.24182792899706274,0.7374993491997758,1.0,1.0,1.0,,,,0.44424684134501086,0.004609031353623512,0.6971366387821067,0.5279513423596228,-0.11165292029569061,0.7230050744206762,0.46322623107447525,-0.12954876494121365,0.7350515913207561,0.564058102766236,0.24417731937610024,0.8177830326836533,0.3906168563327015,0.24182792899706348,0.7374993491997737,1.0,1.0,1.0,1.0,1.0,1.0,0.44424684134501086,0.004609031353623512,0.6971366387821067,0.46280164050799527,-0.03642537039215306,0.6999167876655045,0.45324993742509245,-0.034102326231746374,0.7010036428734567,0.456472426258303,-0.017696092735977203,0.7023064372040332,0.45425815470016645,-0.018891618542776437,0.7007255682042356,0.4548126791460314,-0.018724929750957783,0.7008338821963025,0.4546768544764397,-0.01897872871453517,0.7007593497602949,0.81061,english,eng-Latn
MedicalQARetrieval,./medical-bge-small-v2-mix0,0.52783,0.64208,0.66658,0.68675,0.69794,0.70935,0.7155,0.52783,0.6145,0.6282,0.63658,0.6397,0.64128,0.64152,0.52783,0.72168,0.78076,0.84277,0.88672,0.94824,0.99609,0.52783,0.24056,0.15615,0.08428,0.04434,0.00948,0.001,0.52783203125,0.614501953124999,0.6281982421874998,0.6365807911706344,0.6396762592390083,0.6412767763310331,0.6415164557372613,0.3974717675787966,0.03873999791837718,0.5829871689274385,0.39427491228620226,0.003877978199917436,0.49674331105820624,0.40481796424588967,0.005721801738093311,0.47708239338777636,0.42644909495579975,0.016254074494154048,0.47687540236751375,0.4308313329303975,0.023699720650946072,0.4762475236563942,0.42359302067861593,0.02767779971958864,0.4834896721617644,0.4164465748828949,0.022829857298683382,0.4941813846773552,0.3974717675787966,0.03873999791837718,0.5829871689274385,0.3954125341439453,0.012563480619547788,0.5189590861758449,0.4010332754388509,0.013927284135621049,0.509485811507563,0.4087652198583065,0.01790338412805769,0.5100142563515478,0.40971488656635857,0.019701884594275534,0.5101740100674478,0.40888809443734103,0.020247381370768338,0.5109609617956097,0.40864080009284237,0.020161544950294753,0.511306430859003,0.3974717675787966,0.03873999791837718,0.5829871689274385,0.3901240101780675,-0.026357808162919508,0.4189988493506052,0.4221700940043616,-0.027555543950730097,0.34004721386622444,0.5407235354717587,0.01625410609866318,0.29390198409509105,0.6157183555308744,0.07920938635842366,0.226238700350533,0.6470889584927093,0.2270877816888231,0.12890359587902486,0.2374555936289134,0.2138417239513395,0.5888786575715571,0.3974717675787966,0.03873999791837718,0.5829871689274385,0.3901240101780675,-0.026357808162919626,0.4189988493506055,0.42217009400436084,-0.027555543950731072,0.34004721386622333,0.5407235354717582,0.01625410609866167,0.29390198409509116,0.6157183555308738,0.07920938635842144,0.22623870035053187,0.6470889584927159,0.22708778168881882,0.12890359587902012,0.23745559362886218,0.21384172395127954,0.5888786575715389,0.3982050115380383,0.04227062852418464,0.5829871689274385,0.3958309670660977,0.0146353317869324,0.5189590861758449,0.4014802872216465,0.016049893434392185,0.509485811507563,0.40922306553540666,0.020009422506074247,0.5100142563515478,0.41019448654102336,0.021811741446755024,0.5102112904948817,0.40935373411056,0.022384646914243193,0.5109627439512143,0.40910687741089935,0.022300694315030494,0.5113082338452503,0.68675,default,eng-Latn
TRECCOVID,./medical-bge-small-v2-mix0,0.79,0.76765,0.74932,0.73558,0.70259,0.55685,0.5017,0.00227,0.00619,0.00989,0.01835,0.03198,0.1029,0.24857,0.00227,0.00639,0.01064,0.02064,0.03771,0.13829,0.4698,0.86,0.80667,0.792,0.778,0.733,0.5684,0.22072,0.86,0.8966666666666666,0.9066666666666666,0.9095238095238095,0.9095238095238095,0.9095238095238095,0.9095238095238095,0.3964617882978206,0.49222479208700376,-0.11040303134688233,0.39971598291556165,0.4681002226311008,-0.20444578332039248,0.4226172697016246,0.5348515173490979,-0.21669005906562172,0.41339799178523573,0.5466504041461495,-0.19733273329939857,0.3774962508700181,0.611150805539126,-0.271264727235365,0.43534314840205385,0.7603916657647569,-0.21319885258639681,0.4332312495347214,0.7568407317620027,-0.19802048888123144,0.12466620875975173,0.012631913547620131,-0.01533970403062997,0.1849824126930778,0.07652808994119138,0.0232314660699866,0.20247889330177393,0.10955590446017378,0.03424390833808053,0.2254430983991487,0.13262117885194927,0.03944615213132742,0.27042570716219133,0.2248009551066027,-0.053546917315450054,0.4224381608894917,0.5316361464424981,-0.19843761399500204,0.4910591089619475,0.7978745876562388,-0.1858367307352742,0.12466620875975173,0.012631913547620131,-0.01533970403062997,0.18449903418718705,0.0562761608077811,0.05747461662841089,0.1676971933250129,0.05385384889595178,0.06128513780243784,0.1602585870855782,0.04046029627937946,0.055262939765253254,0.17343922866112313,0.09130445148992394,-0.02873331233312502,0.29162893359734227,0.34262005870659196,-0.1629626898864932,0.3887183272529496,0.6576390309835781,-0.13980404225397386,0.6841485381737564,0.6553276984896766,-0.2052099210198149,0.5564529730337499,0.5417049266345598,-0.21349999063021094,0.5287545624499245,0.5707179738271165,-0.15819460518116243,0.46504184532413484,0.5254230082475989,-0.1052874512614334,0.4119439476877366,0.6173440209152228,-0.21320091867210042,0.4663235734159497,0.7622268989296663,-0.19554937627674912,0.32470282892420227,0.6047861343421759,-0.06809209090193208,0.6841485381737564,0.6553276984896766,-0.2052099210198149,0.7369364358332566,0.6698186088192574,-0.24090726491764664,0.7151434060655978,0.6652000137230678,-0.21136956223411352,0.7058802692171449,0.663345731491321,-0.23626334699661003,0.7058802692171449,0.663345731491321,-0.23626334699661003,0.7058802692171449,0.663345731491321,-0.23626334699661003,0.7058802692171449,0.663345731491321,-0.23626334699661003,0.73558,default,eng-Latn
NFCorpus,./medical-bge-small-v2-mix0,0.42724,0.39861,0.3774,0.34349,0.32197,0.30931,0.39894,0.05789,0.09552,0.1113,0.12956,0.14405,0.16158,0.17562,0.05789,0.10568,0.13085,0.16401,0.20528,0.30176,0.63134,0.43963,0.37564,0.32941,0.25697,0.18963,0.07774,0.02052,0.43962848297213625,0.5196078431372548,0.5301341589267284,0.53563074352548,0.5402226839091226,0.5420767066538955,0.5425796830215216,0.42434960105207237,0.22203325887891884,0.31116342959154275,0.433690223572073,0.26181763944189673,0.24388137746689906,0.42710221525859343,0.2771426680232289,0.2245903008569746,0.4271918487017866,0.3005498800962622,0.20752353022095568,0.42255332620386493,0.31335046008380607,0.2083694586544576,0.43907244842924975,0.32661581776645565,0.23428835069713522,0.47052472255132577,0.3803351480458115,0.2530797128621813,0.11733720187704798,-0.08243424716371105,0.4516680624926089,0.17121713867846866,-0.03545753311588478,0.3595987173094437,0.19084735886120527,-0.011541719198266511,0.3142258009746887,0.23776885458934502,0.049093244784203266,0.27972838671730893,0.268947223401603,0.09615394340454163,0.2671509210240506,0.3040329169087201,0.16125490334190096,0.25440592041617627,0.31838147518590965,0.19467967451671955,0.24283542237071506,0.11733720187704798,-0.08243424716371105,0.4516680624926089,0.16564978210069256,-0.022552879772131024,0.32866822879121654,0.16817076766349662,0.0019176479085806243,0.258292800310471,0.23000594910029437,0.07771678677555086,0.22606316784864847,0.2447745509683264,0.12889449023105667,0.20610326231396098,0.2976498498671216,0.2676179569881876,0.19483947968697174,0.2028767657351952,0.27376560497065927,0.13462937695473254,0.4279990046243431,0.2125723236447607,0.30639221985001186,0.4459451126723436,0.3123828794395234,0.1363344819505765,0.4309547820245951,0.34152162435958894,0.08048756652425025,0.439599830410113,0.40503062812366497,0.02982658220610704,0.403301915591042,0.4485869932817159,-0.007273629203284516,0.3134027320421122,0.46861455400539803,-0.07639257566117362,0.18289742101051484,0.3264922315138685,-0.13645792931105802,0.4279990046243431,0.2125723236447607,0.30639221985001186,0.4836796243059217,0.2866660372833781,0.28479718472585264,0.48391249613423853,0.29838729990577106,0.27925447498328065,0.4898867183513575,0.3016318109555894,0.2805076965538453,0.4900597169683882,0.30658228587364694,0.2810519544120567,0.4907863592742697,0.306752615447838,0.2822930580522545,0.49057384765365253,0.3062856035401705,0.2821449690433993,0.34349,default,eng-Latn
ArguAna,./medical-bge-small-v2-mix0,0.36984,0.52082,0.5696,0.60944,0.6275,0.63669,0.63793,0.36984,0.48376,0.51075,0.52723,0.53232,0.53378,0.53384,0.36984,0.62802,0.7468,0.86984,0.94026,0.9872,0.99644,0.36984,0.20934,0.14936,0.08698,0.04701,0.00987,0.001,0.3748221906116643,0.48660502607871065,0.512707444286393,0.5290944139628359,0.5343206763149336,0.5357118352995266,0.5357685076828015,-0.08117795676811349,-0.11000578813209105,0.17193467785718608,-0.06070554865698613,-0.07583643722686595,0.11707815507938255,-0.045102765504845876,-0.06067167527684858,0.12570914443935066,-0.04099808195315041,-0.05632777682739417,0.13470863297593788,-0.05097980299813021,-0.052630270702054754,0.13140786124619547,-0.05266834099627599,-0.061208512486144846,0.13512964869421526,-0.05521706598231323,-0.0645896863017657,0.13496892744972486,-0.08117795676811349,-0.11000578813209105,0.17193467785718608,-0.06738010856501907,-0.08249122998720829,0.12945777061792993,-0.05965036635179982,-0.07504704949976426,0.13442411875252017,-0.058930933071752754,-0.07386263103849322,0.13797025515130837,-0.06181591108027832,-0.0732121955280401,0.13695776421758626,-0.06179247777156278,-0.07429200492730505,0.13776276673765955,-0.061894353802114804,-0.07440837893481562,0.13775087055718505,-0.08117795676811349,-0.11000578813209105,0.17193467785718608,-0.03850586735253925,-0.055340704269382125,0.07791403031079049,0.01824220289075687,-0.00018918632621244948,0.09332740426277322,0.0956322788683828,0.07170411820594351,0.12627237560997165,0.09816028614193059,0.27109621501653386,0.0751504261805906,0.40067813830135346,0.6170684261178628,0.12929112792826686,0.3738053321964587,0.6700371755512128,0.08069206844999668,-0.08117795676811349,-0.11000578813209105,0.17193467785718608,-0.03850586735253935,-0.05534070426938278,0.07791403031078961,0.01824220289075616,-0.00018918632621331899,0.09332740426277271,0.09563227886838088,0.07170411820594337,0.12627237560997262,0.09816028614192845,0.271096215016534,0.07515042618058955,0.4006781383013661,0.617068426117868,0.1292911279282855,0.37380533219650414,0.670037175551291,0.08069206845003815,-0.08062974916887015,-0.10561836644056478,0.15763370592254042,-0.07530969543609559,-0.07997818922892208,0.11269812350714538,-0.06795793001185252,-0.07432980574462339,0.11677945716687096,-0.06688804787387839,-0.07190158055142813,0.12076039693961184,-0.06952389712967852,-0.07130420474223312,0.11966597842977987,-0.0695635606984554,-0.07245836052575308,0.12056370622900041,-0.069666695493265,-0.07257414491435515,0.12054857906374379,0.60944,default,eng-Latn
